date,reserve0,reserve1,token0.name,token1.name,priceUSD
2021-08-17 00:00:00,148341724.486538,49281.189299141504038861,USD//C,Wrapped Ether,3012.009939592283621699936390631863
2021-08-18 00:00:00,148016066.966494,48965.531451154795849359,USD//C,Wrapped Ether,3022.904376871282902861510193764949
2021-08-19 00:00:00,98042387.103098,30850.185170389441241094,USD//C,Wrapped Ether,3175.699802362921101459551218155953
2021-08-20 00:00:00,99504380.496332,30360.085032902293641435,USD//C,Wrapped Ether,3275.83585132936506369746182985778
2021-08-21 00:00:00,98922100.730083,30585.654931198239376747,USD//C,Wrapped Ether,3235.100524399812144067905208392597
2021-08-22 00:00:00,99256943.887453,30578.25055294884468462,USD//C,Wrapped Ether,3243.152203153184736793146078742197
2021-08-23 00:00:00,100337155.184886,30178.057000483471124592,USD//C,Wrapped Ether,3323.617477935320212684405083865194
2021-08-24 00:00:00,97970157.47794,30870.217380590463310097,USD//C,Wrapped Ether,3174.167785374348497122576158561341
2021-08-25 00:00:00,99192871.995208,30816.644507606618788946,USD//C,Wrapped Ether,3219.747038282504792938941708441832
2021-08-26 00:00:00,113254897.084489,36523.782317973295094443,USD//C,Wrapped Ether,3102.587045045668089904511702270935
